Timestamp,Household_ID,Room,Appliance,Usage_KWh
2025-05-04 20:00:00,H001,Living Room,AC,1.233
2025-05-04 20:00:00,H001,Kitchen,Refrigerator,0.156
2025-05-04 20:00:00,H001,Living Room,TV,0.231
2025-05-04 20:00:00,H001,Bedroom,Lights,0.249
2025-05-04 20:00:00,H001,Bedroom,Fan,0.154
2025-05-04 20:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-04 20:00:00,H001,Kitchen,Microwave,0.0
2025-05-04 21:00:00,H001,Living Room,AC,0.807
2025-05-04 21:00:00,H001,Kitchen,Refrigerator,0.345
2025-05-04 21:00:00,H001,Living Room,TV,0.625
2025-05-04 21:00:00,H001,Bedroom,Lights,0.298
2025-05-04 21:00:00,H001,Bedroom,Fan,0.171
2025-05-04 21:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-04 21:00:00,H001,Kitchen,Microwave,0.0
2025-05-04 22:00:00,H001,Living Room,AC,1.998
2025-05-04 22:00:00,H001,Kitchen,Refrigerator,0.174
2025-05-04 22:00:00,H001,Living Room,TV,0.736
2025-05-04 22:00:00,H001,Bedroom,Lights,0.331
2025-05-04 22:00:00,H001,Bedroom,Fan,0.238
2025-05-04 22:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-04 22:00:00,H001,Kitchen,Microwave,0.0
2025-05-04 23:00:00,H001,Living Room,AC,0.521
2025-05-04 23:00:00,H001,Kitchen,Refrigerator,0.151
2025-05-04 23:00:00,H001,Living Room,TV,0.651
2025-05-04 23:00:00,H001,Bedroom,Lights,0.395
2025-05-04 23:00:00,H001,Bedroom,Fan,0.198
2025-05-04 23:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-04 23:00:00,H001,Kitchen,Microwave,0.0
2025-05-05 00:00:00,H001,Living Room,AC,0.565
2025-05-05 00:00:00,H001,Kitchen,Refrigerator,0.237
2025-05-05 00:00:00,H001,Living Room,TV,0.048
2025-05-05 00:00:00,H001,Bedroom,Lights,0.366
2025-05-05 00:00:00,H001,Bedroom,Fan,0.051
2025-05-05 00:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-05 00:00:00,H001,Kitchen,Microwave,0.0
2025-05-05 01:00:00,H001,Living Room,AC,0.39
2025-05-05 01:00:00,H001,Kitchen,Refrigerator,0.288
2025-05-05 01:00:00,H001,Living Room,TV,0.026
2025-05-05 01:00:00,H001,Bedroom,Lights,0.369
2025-05-05 01:00:00,H001,Bedroom,Fan,0.233
2025-05-05 01:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-05 01:00:00,H001,Kitchen,Microwave,0.0
2025-05-05 02:00:00,H001,Living Room,AC,0.579
2025-05-05 02:00:00,H001,Kitchen,Refrigerator,0.313
2025-05-05 02:00:00,H001,Living Room,TV,0.08
2025-05-05 02:00:00,H001,Bedroom,Lights,0.24
2025-05-05 02:00:00,H001,Bedroom,Fan,0.203
2025-05-05 02:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-05 02:00:00,H001,Kitchen,Microwave,0.0
2025-05-05 03:00:00,H001,Living Room,AC,0.356
2025-05-05 03:00:00,H001,Kitchen,Refrigerator,0.271
2025-05-05 03:00:00,H001,Living Room,TV,0.13
2025-05-05 03:00:00,H001,Bedroom,Lights,0.09
2025-05-05 03:00:00,H001,Bedroom,Fan,0.232
2025-05-05 03:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-05 03:00:00,H001,Kitchen,Microwave,0.0
2025-05-05 04:00:00,H001,Living Room,AC,0.224
2025-05-05 04:00:00,H001,Kitchen,Refrigerator,0.155
2025-05-05 04:00:00,H001,Living Room,TV,0.023
2025-05-05 04:00:00,H001,Bedroom,Lights,0.362
2025-05-05 04:00:00,H001,Bedroom,Fan,0.194
2025-05-05 04:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-05 04:00:00,H001,Kitchen,Microwave,0.0
2025-05-05 05:00:00,H001,Living Room,AC,0.537
2025-05-05 05:00:00,H001,Kitchen,Refrigerator,0.255
2025-05-05 05:00:00,H001,Living Room,TV,0.094
2025-05-05 05:00:00,H001,Bedroom,Lights,0.1
2025-05-05 05:00:00,H001,Bedroom,Fan,0.24
2025-05-05 05:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-05 05:00:00,H001,Kitchen,Microwave,0.0
2025-05-05 06:00:00,H001,Living Room,AC,0.29
2025-05-05 06:00:00,H001,Kitchen,Refrigerator,0.258
2025-05-05 06:00:00,H001,Living Room,TV,0.063
2025-05-05 06:00:00,H001,Bedroom,Lights,0.132
2025-05-05 06:00:00,H001,Bedroom,Fan,0.154
2025-05-05 06:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-05 06:00:00,H001,Kitchen,Microwave,0.0
2025-05-05 07:00:00,H001,Living Room,AC,0.357
2025-05-05 07:00:00,H001,Kitchen,Refrigerator,0.346
2025-05-05 07:00:00,H001,Living Room,TV,0.091
2025-05-05 07:00:00,H001,Bedroom,Lights,0.042
2025-05-05 07:00:00,H001,Bedroom,Fan,0.21
2025-05-05 07:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-05 07:00:00,H001,Kitchen,Microwave,0.718
2025-05-05 08:00:00,H001,Living Room,AC,0.237
2025-05-05 08:00:00,H001,Kitchen,Refrigerator,0.323
2025-05-05 08:00:00,H001,Living Room,TV,0.095
2025-05-05 08:00:00,H001,Bedroom,Lights,0.046
2025-05-05 08:00:00,H001,Bedroom,Fan,0.06
2025-05-05 08:00:00,H001,Utility Room,Washing Machine,0.265
2025-05-05 08:00:00,H001,Kitchen,Microwave,0.821
2025-05-05 09:00:00,H001,Living Room,AC,0.161
2025-05-05 09:00:00,H001,Kitchen,Refrigerator,0.228
2025-05-05 09:00:00,H001,Living Room,TV,0.049
2025-05-05 09:00:00,H001,Bedroom,Lights,0.03
2025-05-05 09:00:00,H001,Bedroom,Fan,0.086
2025-05-05 09:00:00,H001,Utility Room,Washing Machine,1.083
2025-05-05 09:00:00,H001,Kitchen,Microwave,0.0
2025-05-05 10:00:00,H001,Living Room,AC,2.371
2025-05-05 10:00:00,H001,Kitchen,Refrigerator,0.266
2025-05-05 10:00:00,H001,Living Room,TV,0.045
2025-05-05 10:00:00,H001,Bedroom,Lights,0.038
2025-05-05 10:00:00,H001,Bedroom,Fan,0.2
2025-05-05 10:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-05 10:00:00,H001,Kitchen,Microwave,0.0
2025-05-05 11:00:00,H001,Living Room,AC,1.076
2025-05-05 11:00:00,H001,Kitchen,Refrigerator,0.222
2025-05-05 11:00:00,H001,Living Room,TV,0.076
2025-05-05 11:00:00,H001,Bedroom,Lights,0.012
2025-05-05 11:00:00,H001,Bedroom,Fan,0.129
2025-05-05 11:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-05 11:00:00,H001,Kitchen,Microwave,0.0
2025-05-05 12:00:00,H001,Living Room,AC,0.891
2025-05-05 12:00:00,H001,Kitchen,Refrigerator,0.204
2025-05-05 12:00:00,H001,Living Room,TV,0.038
2025-05-05 12:00:00,H001,Bedroom,Lights,0.028
2025-05-05 12:00:00,H001,Bedroom,Fan,0.135
2025-05-05 12:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-05 12:00:00,H001,Kitchen,Microwave,0.0
2025-05-05 13:00:00,H001,Living Room,AC,0.678
2025-05-05 13:00:00,H001,Kitchen,Refrigerator,0.207
2025-05-05 13:00:00,H001,Living Room,TV,0.028
2025-05-05 13:00:00,H001,Bedroom,Lights,0.023
2025-05-05 13:00:00,H001,Bedroom,Fan,0.096
2025-05-05 13:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-05 13:00:00,H001,Kitchen,Microwave,0.615
2025-05-05 14:00:00,H001,Living Room,AC,0.824
2025-05-05 14:00:00,H001,Kitchen,Refrigerator,0.243
2025-05-05 14:00:00,H001,Living Room,TV,0.126
2025-05-05 14:00:00,H001,Bedroom,Lights,0.037
2025-05-05 14:00:00,H001,Bedroom,Fan,0.139
2025-05-05 14:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-05 14:00:00,H001,Kitchen,Microwave,0.0
2025-05-05 15:00:00,H001,Living Room,AC,0.5
2025-05-05 15:00:00,H001,Kitchen,Refrigerator,0.153
2025-05-05 15:00:00,H001,Living Room,TV,0.113
2025-05-05 15:00:00,H001,Bedroom,Lights,0.019
2025-05-05 15:00:00,H001,Bedroom,Fan,0.223
2025-05-05 15:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-05 15:00:00,H001,Kitchen,Microwave,0.0
2025-05-05 16:00:00,H001,Living Room,AC,0.479
2025-05-05 16:00:00,H001,Kitchen,Refrigerator,0.261
2025-05-05 16:00:00,H001,Living Room,TV,0.083
2025-05-05 16:00:00,H001,Bedroom,Lights,0.041
2025-05-05 16:00:00,H001,Bedroom,Fan,0.229
2025-05-05 16:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-05 16:00:00,H001,Kitchen,Microwave,0.0
2025-05-05 17:00:00,H001,Living Room,AC,1.049
2025-05-05 17:00:00,H001,Kitchen,Refrigerator,0.157
2025-05-05 17:00:00,H001,Living Room,TV,0.044
2025-05-05 17:00:00,H001,Bedroom,Lights,0.016
2025-05-05 17:00:00,H001,Bedroom,Fan,0.069
2025-05-05 17:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-05 17:00:00,H001,Kitchen,Microwave,0.0
2025-05-05 18:00:00,H001,Living Room,AC,0.913
2025-05-05 18:00:00,H001,Kitchen,Refrigerator,0.266
2025-05-05 18:00:00,H001,Living Room,TV,0.397
2025-05-05 18:00:00,H001,Bedroom,Lights,0.351
2025-05-05 18:00:00,H001,Bedroom,Fan,0.144
2025-05-05 18:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-05 18:00:00,H001,Kitchen,Microwave,0.0
2025-05-05 19:00:00,H001,Living Room,AC,0.933
2025-05-05 19:00:00,H001,Kitchen,Refrigerator,0.339
2025-05-05 19:00:00,H001,Living Room,TV,0.113
2025-05-05 19:00:00,H001,Bedroom,Lights,0.276
2025-05-05 19:00:00,H001,Bedroom,Fan,0.081
2025-05-05 19:00:00,H001,Utility Room,Washing Machine,0.702
2025-05-05 19:00:00,H001,Kitchen,Microwave,0.938
2025-05-05 20:00:00,H001,Living Room,AC,0.727
2025-05-05 20:00:00,H001,Kitchen,Refrigerator,0.212
2025-05-05 20:00:00,H001,Living Room,TV,0.342
2025-05-05 20:00:00,H001,Bedroom,Lights,0.383
2025-05-05 20:00:00,H001,Bedroom,Fan,0.177
2025-05-05 20:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-05 20:00:00,H001,Kitchen,Microwave,0.0
2025-05-05 21:00:00,H001,Living Room,AC,0.863
2025-05-05 21:00:00,H001,Kitchen,Refrigerator,0.297
2025-05-05 21:00:00,H001,Living Room,TV,0.228
2025-05-05 21:00:00,H001,Bedroom,Lights,0.11
2025-05-05 21:00:00,H001,Bedroom,Fan,0.101
2025-05-05 21:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-05 21:00:00,H001,Kitchen,Microwave,0.0
2025-05-05 22:00:00,H001,Living Room,AC,2.378
2025-05-05 22:00:00,H001,Kitchen,Refrigerator,0.195
2025-05-05 22:00:00,H001,Living Room,TV,0.571
2025-05-05 22:00:00,H001,Bedroom,Lights,0.23
2025-05-05 22:00:00,H001,Bedroom,Fan,0.078
2025-05-05 22:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-05 22:00:00,H001,Kitchen,Microwave,0.0
2025-05-05 23:00:00,H001,Living Room,AC,1.843
2025-05-05 23:00:00,H001,Kitchen,Refrigerator,0.223
2025-05-05 23:00:00,H001,Living Room,TV,0.725
2025-05-05 23:00:00,H001,Bedroom,Lights,0.055
2025-05-05 23:00:00,H001,Bedroom,Fan,0.122
2025-05-05 23:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-05 23:00:00,H001,Kitchen,Microwave,0.0
2025-05-06 00:00:00,H001,Living Room,AC,0.291
2025-05-06 00:00:00,H001,Kitchen,Refrigerator,0.273
2025-05-06 00:00:00,H001,Living Room,TV,0.096
2025-05-06 00:00:00,H001,Bedroom,Lights,0.297
2025-05-06 00:00:00,H001,Bedroom,Fan,0.244
2025-05-06 00:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-06 00:00:00,H001,Kitchen,Microwave,0.0
2025-05-06 01:00:00,H001,Living Room,AC,0.544
2025-05-06 01:00:00,H001,Kitchen,Refrigerator,0.204
2025-05-06 01:00:00,H001,Living Room,TV,0.062
2025-05-06 01:00:00,H001,Bedroom,Lights,0.166
2025-05-06 01:00:00,H001,Bedroom,Fan,0.217
2025-05-06 01:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-06 01:00:00,H001,Kitchen,Microwave,0.0
2025-05-06 02:00:00,H001,Living Room,AC,0.101
2025-05-06 02:00:00,H001,Kitchen,Refrigerator,0.169
2025-05-06 02:00:00,H001,Living Room,TV,0.031
2025-05-06 02:00:00,H001,Bedroom,Lights,0.109
2025-05-06 02:00:00,H001,Bedroom,Fan,0.161
2025-05-06 02:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-06 02:00:00,H001,Kitchen,Microwave,0.0
2025-05-06 03:00:00,H001,Living Room,AC,0.176
2025-05-06 03:00:00,H001,Kitchen,Refrigerator,0.311
2025-05-06 03:00:00,H001,Living Room,TV,0.126
2025-05-06 03:00:00,H001,Bedroom,Lights,0.172
2025-05-06 03:00:00,H001,Bedroom,Fan,0.093
2025-05-06 03:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-06 03:00:00,H001,Kitchen,Microwave,0.0
2025-05-06 04:00:00,H001,Living Room,AC,0.172
2025-05-06 04:00:00,H001,Kitchen,Refrigerator,0.257
2025-05-06 04:00:00,H001,Living Room,TV,0.083
2025-05-06 04:00:00,H001,Bedroom,Lights,0.052
2025-05-06 04:00:00,H001,Bedroom,Fan,0.112
2025-05-06 04:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-06 04:00:00,H001,Kitchen,Microwave,0.0
2025-05-06 05:00:00,H001,Living Room,AC,0.35
2025-05-06 05:00:00,H001,Kitchen,Refrigerator,0.181
2025-05-06 05:00:00,H001,Living Room,TV,0.056
2025-05-06 05:00:00,H001,Bedroom,Lights,0.309
2025-05-06 05:00:00,H001,Bedroom,Fan,0.127
2025-05-06 05:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-06 05:00:00,H001,Kitchen,Microwave,0.0
2025-05-06 06:00:00,H001,Living Room,AC,0.185
2025-05-06 06:00:00,H001,Kitchen,Refrigerator,0.309
2025-05-06 06:00:00,H001,Living Room,TV,0.103
2025-05-06 06:00:00,H001,Bedroom,Lights,0.269
2025-05-06 06:00:00,H001,Bedroom,Fan,0.066
2025-05-06 06:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-06 06:00:00,H001,Kitchen,Microwave,0.0
2025-05-06 07:00:00,H001,Living Room,AC,0.305
2025-05-06 07:00:00,H001,Kitchen,Refrigerator,0.199
2025-05-06 07:00:00,H001,Living Room,TV,0.098
2025-05-06 07:00:00,H001,Bedroom,Lights,0.012
2025-05-06 07:00:00,H001,Bedroom,Fan,0.185
2025-05-06 07:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-06 07:00:00,H001,Kitchen,Microwave,0.673
2025-05-06 08:00:00,H001,Living Room,AC,0.291
2025-05-06 08:00:00,H001,Kitchen,Refrigerator,0.233
2025-05-06 08:00:00,H001,Living Room,TV,0.08
2025-05-06 08:00:00,H001,Bedroom,Lights,0.019
2025-05-06 08:00:00,H001,Bedroom,Fan,0.14
2025-05-06 08:00:00,H001,Utility Room,Washing Machine,0.616
2025-05-06 08:00:00,H001,Kitchen,Microwave,0.77
2025-05-06 09:00:00,H001,Living Room,AC,0.328
2025-05-06 09:00:00,H001,Kitchen,Refrigerator,0.26
2025-05-06 09:00:00,H001,Living Room,TV,0.083
2025-05-06 09:00:00,H001,Bedroom,Lights,0.036
2025-05-06 09:00:00,H001,Bedroom,Fan,0.112
2025-05-06 09:00:00,H001,Utility Room,Washing Machine,0.267
2025-05-06 09:00:00,H001,Kitchen,Microwave,0.0
2025-05-06 10:00:00,H001,Living Room,AC,0.828
2025-05-06 10:00:00,H001,Kitchen,Refrigerator,0.295
2025-05-06 10:00:00,H001,Living Room,TV,0.053
2025-05-06 10:00:00,H001,Bedroom,Lights,0.041
2025-05-06 10:00:00,H001,Bedroom,Fan,0.116
2025-05-06 10:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-06 10:00:00,H001,Kitchen,Microwave,0.0
2025-05-06 11:00:00,H001,Living Room,AC,0.523
2025-05-06 11:00:00,H001,Kitchen,Refrigerator,0.192
2025-05-06 11:00:00,H001,Living Room,TV,0.112
2025-05-06 11:00:00,H001,Bedroom,Lights,0.043
2025-05-06 11:00:00,H001,Bedroom,Fan,0.232
2025-05-06 11:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-06 11:00:00,H001,Kitchen,Microwave,0.0
2025-05-06 12:00:00,H001,Living Room,AC,1.278
2025-05-06 12:00:00,H001,Kitchen,Refrigerator,0.286
2025-05-06 12:00:00,H001,Living Room,TV,0.079
2025-05-06 12:00:00,H001,Bedroom,Lights,0.035
2025-05-06 12:00:00,H001,Bedroom,Fan,0.158
2025-05-06 12:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-06 12:00:00,H001,Kitchen,Microwave,0.0
2025-05-06 13:00:00,H001,Living Room,AC,1.595
2025-05-06 13:00:00,H001,Kitchen,Refrigerator,0.166
2025-05-06 13:00:00,H001,Living Room,TV,0.024
2025-05-06 13:00:00,H001,Bedroom,Lights,0.026
2025-05-06 13:00:00,H001,Bedroom,Fan,0.174
2025-05-06 13:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-06 13:00:00,H001,Kitchen,Microwave,0.409
2025-05-06 14:00:00,H001,Living Room,AC,0.923
2025-05-06 14:00:00,H001,Kitchen,Refrigerator,0.324
2025-05-06 14:00:00,H001,Living Room,TV,0.147
2025-05-06 14:00:00,H001,Bedroom,Lights,0.048
2025-05-06 14:00:00,H001,Bedroom,Fan,0.143
2025-05-06 14:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-06 14:00:00,H001,Kitchen,Microwave,0.0
2025-05-06 15:00:00,H001,Living Room,AC,1.755
2025-05-06 15:00:00,H001,Kitchen,Refrigerator,0.315
2025-05-06 15:00:00,H001,Living Room,TV,0.118
2025-05-06 15:00:00,H001,Bedroom,Lights,0.034
2025-05-06 15:00:00,H001,Bedroom,Fan,0.067
2025-05-06 15:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-06 15:00:00,H001,Kitchen,Microwave,0.0
2025-05-06 16:00:00,H001,Living Room,AC,0.494
2025-05-06 16:00:00,H001,Kitchen,Refrigerator,0.155
2025-05-06 16:00:00,H001,Living Room,TV,0.086
2025-05-06 16:00:00,H001,Bedroom,Lights,0.04
2025-05-06 16:00:00,H001,Bedroom,Fan,0.216
2025-05-06 16:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-06 16:00:00,H001,Kitchen,Microwave,0.0
2025-05-06 17:00:00,H001,Living Room,AC,1.481
2025-05-06 17:00:00,H001,Kitchen,Refrigerator,0.189
2025-05-06 17:00:00,H001,Living Room,TV,0.085
2025-05-06 17:00:00,H001,Bedroom,Lights,0.034
2025-05-06 17:00:00,H001,Bedroom,Fan,0.136
2025-05-06 17:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-06 17:00:00,H001,Kitchen,Microwave,0.0
2025-05-06 18:00:00,H001,Living Room,AC,2.213
2025-05-06 18:00:00,H001,Kitchen,Refrigerator,0.266
2025-05-06 18:00:00,H001,Living Room,TV,0.6
2025-05-06 18:00:00,H001,Bedroom,Lights,0.333
2025-05-06 18:00:00,H001,Bedroom,Fan,0.114
2025-05-06 18:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-06 18:00:00,H001,Kitchen,Microwave,0.0
2025-05-06 19:00:00,H001,Living Room,AC,1.531
2025-05-06 19:00:00,H001,Kitchen,Refrigerator,0.286
2025-05-06 19:00:00,H001,Living Room,TV,0.755
2025-05-06 19:00:00,H001,Bedroom,Lights,0.246
2025-05-06 19:00:00,H001,Bedroom,Fan,0.226
2025-05-06 19:00:00,H001,Utility Room,Washing Machine,0.829
2025-05-06 19:00:00,H001,Kitchen,Microwave,0.306
2025-05-06 20:00:00,H001,Living Room,AC,1.13
2025-05-06 20:00:00,H001,Kitchen,Refrigerator,0.269
2025-05-06 20:00:00,H001,Living Room,TV,0.482
2025-05-06 20:00:00,H001,Bedroom,Lights,0.243
2025-05-06 20:00:00,H001,Bedroom,Fan,0.244
2025-05-06 20:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-06 20:00:00,H001,Kitchen,Microwave,0.0
2025-05-06 21:00:00,H001,Living Room,AC,1.434
2025-05-06 21:00:00,H001,Kitchen,Refrigerator,0.258
2025-05-06 21:00:00,H001,Living Room,TV,0.75
2025-05-06 21:00:00,H001,Bedroom,Lights,0.118
2025-05-06 21:00:00,H001,Bedroom,Fan,0.172
2025-05-06 21:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-06 21:00:00,H001,Kitchen,Microwave,0.0
2025-05-06 22:00:00,H001,Living Room,AC,2.181
2025-05-06 22:00:00,H001,Kitchen,Refrigerator,0.196
2025-05-06 22:00:00,H001,Living Room,TV,0.193
2025-05-06 22:00:00,H001,Bedroom,Lights,0.094
2025-05-06 22:00:00,H001,Bedroom,Fan,0.24
2025-05-06 22:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-06 22:00:00,H001,Kitchen,Microwave,0.0
2025-05-06 23:00:00,H001,Living Room,AC,0.437
2025-05-06 23:00:00,H001,Kitchen,Refrigerator,0.169
2025-05-06 23:00:00,H001,Living Room,TV,0.239
2025-05-06 23:00:00,H001,Bedroom,Lights,0.21
2025-05-06 23:00:00,H001,Bedroom,Fan,0.206
2025-05-06 23:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-06 23:00:00,H001,Kitchen,Microwave,0.0
2025-05-07 00:00:00,H001,Living Room,AC,0.148
2025-05-07 00:00:00,H001,Kitchen,Refrigerator,0.321
2025-05-07 00:00:00,H001,Living Room,TV,0.043
2025-05-07 00:00:00,H001,Bedroom,Lights,0.382
2025-05-07 00:00:00,H001,Bedroom,Fan,0.108
2025-05-07 00:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-07 00:00:00,H001,Kitchen,Microwave,0.0
2025-05-07 01:00:00,H001,Living Room,AC,0.249
2025-05-07 01:00:00,H001,Kitchen,Refrigerator,0.171
2025-05-07 01:00:00,H001,Living Room,TV,0.028
2025-05-07 01:00:00,H001,Bedroom,Lights,0.224
2025-05-07 01:00:00,H001,Bedroom,Fan,0.221
2025-05-07 01:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-07 01:00:00,H001,Kitchen,Microwave,0.0
2025-05-07 02:00:00,H001,Living Room,AC,0.139
2025-05-07 02:00:00,H001,Kitchen,Refrigerator,0.16
2025-05-07 02:00:00,H001,Living Room,TV,0.076
2025-05-07 02:00:00,H001,Bedroom,Lights,0.197
2025-05-07 02:00:00,H001,Bedroom,Fan,0.222
2025-05-07 02:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-07 02:00:00,H001,Kitchen,Microwave,0.0
2025-05-07 03:00:00,H001,Living Room,AC,0.19
2025-05-07 03:00:00,H001,Kitchen,Refrigerator,0.308
2025-05-07 03:00:00,H001,Living Room,TV,0.059
2025-05-07 03:00:00,H001,Bedroom,Lights,0.067
2025-05-07 03:00:00,H001,Bedroom,Fan,0.123
2025-05-07 03:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-07 03:00:00,H001,Kitchen,Microwave,0.0
2025-05-07 04:00:00,H001,Living Room,AC,0.298
2025-05-07 04:00:00,H001,Kitchen,Refrigerator,0.275
2025-05-07 04:00:00,H001,Living Room,TV,0.052
2025-05-07 04:00:00,H001,Bedroom,Lights,0.055
2025-05-07 04:00:00,H001,Bedroom,Fan,0.077
2025-05-07 04:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-07 04:00:00,H001,Kitchen,Microwave,0.0
2025-05-07 05:00:00,H001,Living Room,AC,0.224
2025-05-07 05:00:00,H001,Kitchen,Refrigerator,0.338
2025-05-07 05:00:00,H001,Living Room,TV,0.056
2025-05-07 05:00:00,H001,Bedroom,Lights,0.366
2025-05-07 05:00:00,H001,Bedroom,Fan,0.167
2025-05-07 05:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-07 05:00:00,H001,Kitchen,Microwave,0.0
2025-05-07 06:00:00,H001,Living Room,AC,0.254
2025-05-07 06:00:00,H001,Kitchen,Refrigerator,0.285
2025-05-07 06:00:00,H001,Living Room,TV,0.031
2025-05-07 06:00:00,H001,Bedroom,Lights,0.339
2025-05-07 06:00:00,H001,Bedroom,Fan,0.167
2025-05-07 06:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-07 06:00:00,H001,Kitchen,Microwave,0.0
2025-05-07 07:00:00,H001,Living Room,AC,0.342
2025-05-07 07:00:00,H001,Kitchen,Refrigerator,0.25
2025-05-07 07:00:00,H001,Living Room,TV,0.136
2025-05-07 07:00:00,H001,Bedroom,Lights,0.015
2025-05-07 07:00:00,H001,Bedroom,Fan,0.089
2025-05-07 07:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-07 07:00:00,H001,Kitchen,Microwave,0.778
2025-05-07 08:00:00,H001,Living Room,AC,0.291
2025-05-07 08:00:00,H001,Kitchen,Refrigerator,0.212
2025-05-07 08:00:00,H001,Living Room,TV,0.09
2025-05-07 08:00:00,H001,Bedroom,Lights,0.025
2025-05-07 08:00:00,H001,Bedroom,Fan,0.185
2025-05-07 08:00:00,H001,Utility Room,Washing Machine,0.446
2025-05-07 08:00:00,H001,Kitchen,Microwave,0.281
2025-05-07 09:00:00,H001,Living Room,AC,0.204
2025-05-07 09:00:00,H001,Kitchen,Refrigerator,0.238
2025-05-07 09:00:00,H001,Living Room,TV,0.087
2025-05-07 09:00:00,H001,Bedroom,Lights,0.035
2025-05-07 09:00:00,H001,Bedroom,Fan,0.236
2025-05-07 09:00:00,H001,Utility Room,Washing Machine,0.556
2025-05-07 09:00:00,H001,Kitchen,Microwave,0.0
2025-05-07 10:00:00,H001,Living Room,AC,2.143
2025-05-07 10:00:00,H001,Kitchen,Refrigerator,0.17
2025-05-07 10:00:00,H001,Living Room,TV,0.131
2025-05-07 10:00:00,H001,Bedroom,Lights,0.015
2025-05-07 10:00:00,H001,Bedroom,Fan,0.184
2025-05-07 10:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-07 10:00:00,H001,Kitchen,Microwave,0.0
2025-05-07 11:00:00,H001,Living Room,AC,0.958
2025-05-07 11:00:00,H001,Kitchen,Refrigerator,0.348
2025-05-07 11:00:00,H001,Living Room,TV,0.125
2025-05-07 11:00:00,H001,Bedroom,Lights,0.04
2025-05-07 11:00:00,H001,Bedroom,Fan,0.152
2025-05-07 11:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-07 11:00:00,H001,Kitchen,Microwave,0.0
2025-05-07 12:00:00,H001,Living Room,AC,1.219
2025-05-07 12:00:00,H001,Kitchen,Refrigerator,0.234
2025-05-07 12:00:00,H001,Living Room,TV,0.035
2025-05-07 12:00:00,H001,Bedroom,Lights,0.042
2025-05-07 12:00:00,H001,Bedroom,Fan,0.075
2025-05-07 12:00:00,H001,Utility Room,Washing Machine,0.0
2025-05-07 12:00:00,H001,Kitchen,Microwave,0.0
2025-05-07 13:00:00,H001,Living Room,AC,0.883
2025-05-07 13:00:00,H001,Kitchen,Refrigerator,0.33
2025-05-07 13:00:00,H001,Living Room,TV,0.046
2025-05-07 13:00:00,H001,Bedroom,Lights,0.019
